user_id,region,country,subscription_plan,months_subscribed,usage_frequency,feature_adoption,failed_payments,support_tickets,last_active_days_ago,prompt_volume,api_or_app,renewal_behavior
NMC000906,Europe,Italy,Free,3,4,4,0,0,46,192,API,Downgraded
NMC000907,North America,Canada,Free,10,13,8,0,1,5,265,App,Skipped
NMC000908,Asia,India,Free,16,3,5,0,1,75,111,App,Skipped
NMC000909,Europe,Sweden,Business,15,30,10,0,5,1,6178,App,Renewed
NMC000910,North America,United States,Pro,39,21,10,0,0,10,1619,App,Renewed
NMC000911,North America,United States,Free,6,9,3,0,1,6,177,App,Renewed
NMC000912,Europe,Netherlands,Free,12,10,6,0,0,36,93,App,Downgraded
NMC000913,Asia,United Arab Emirates,Pro,28,25,8,0,1,2,2471,API,Renewed
NMC000914,Europe,United Kingdom,Free,7,10,6,0,0,14,223,App,Renewed
NMC000915,Europe,France,Pro,15,18,5,0,1,18,1010,App,Skipped
NMC000916,Africa,Nigeria,Business,11,18,8,1,2,4,4241,API,Skipped
NMC000917,North America,United States,Business,20,30,10,0,1,1,5908,API,Downgraded
NMC000918,North America,Canada,Pro,14,17,8,0,0,15,1392,App,Skipped
NMC000919,North America,United States,Pro,18,13,5,0,0,20,844,API,Renewed
NMC000920,Europe,Germany,Pro,17,13,8,0,1,8,934,App,Renewed
NMC000921,North America,Mexico,Pro,22,20,7,0,1,3,987,App,Renewed
NMC000922,Asia,India,Pro,48,23,6,0,2,4,1004,App,Downgraded
NMC000923,Latin America,Peru,Business,48,26,10,0,1,2,4617,App,Renewed
NMC000924,Europe,Germany,Business,48,28,6,0,3,1,3716,App,Skipped
NMC000925,North America,Canada,Free,2,3,2,0,0,35,78,App,Renewed
NMC000926,Europe,France,Pro,33,24,7,0,1,1,2273,App,Renewed
NMC000927,Europe,Italy,Free,10,9,4,0,0,5,146,App,Renewed
NMC000928,Europe,Sweden,Free,7,12,3,0,4,7,154,App,Skipped
NMC000929,Africa,South Africa,Free,16,16,6,0,1,8,223,App,Renewed
NMC000930,North America,United States,Pro,25,21,8,0,1,1,2227,API,Renewed
NMC000931,Africa,South Africa,Business,13,14,8,0,2,16,4463,API,Renewed
NMC000932,Africa,Nigeria,Pro,15,18,9,1,1,7,526,App,Renewed
NMC000933,Africa,Kenya,Free,3,5,3,0,1,16,151,App,Downgraded
NMC000934,Europe,United Kingdom,Pro,4,22,3,0,0,2,1223,App,Skipped
NMC000935,North America,United States,Business,13,29,8,0,3,0,4784,API,Renewed
NMC000936,Africa,Egypt,Pro,29,20,5,0,1,11,1421,App,Renewed
NMC000937,North America,Mexico,Pro,21,16,7,0,1,32,1667,App,Renewed
NMC000938,Africa,Nigeria,Pro,25,14,8,0,0,11,2346,API,Skipped
NMC000939,Africa,Côte d’Ivoire,Free,21,14,4,0,1,16,108,App,Downgraded
NMC000940,Africa,Rwanda,Free,10,9,3,0,2,12,117,App,Downgraded
NMC000941,Africa,Côte d’Ivoire,Pro,48,22,10,2,2,1,1452,App,Skipped
NMC000942,Asia,Singapore,Pro,28,16,7,0,3,17,1346,App,Downgraded
NMC000943,North America,United States,Free,7,9,4,0,3,15,250,API,Skipped
NMC000944,Oceania,New Zealand,Pro,21,19,8,0,1,2,1250,App,Renewed
NMC000945,North America,Canada,Pro,10,14,7,0,1,14,801,App,Renewed
NMC000946,North America,United States,Pro,11,30,6,0,0,1,1971,API,Renewed
NMC000947,North America,United States,Pro,7,21,7,0,3,6,1181,API,Renewed
NMC000948,North America,United States,Pro,23,25,10,0,1,2,1493,App,Skipped
NMC000949,Africa,South Africa,Pro,16,22,5,0,3,4,955,API,Renewed
NMC000950,North America,United States,Pro,25,19,4,0,0,5,1216,App,Skipped
NMC000951,North America,United States,Pro,29,20,4,1,2,4,946,App,Renewed
NMC000952,North America,United States,Free,15,15,6,0,1,12,382,API,Renewed
NMC000953,North America,United States,Free,21,11,6,0,2,13,209,App,Skipped
NMC000954,Africa,Kenya,Pro,32,24,7,0,1,2,1149,App,Renewed
NMC000955,Oceania,Australia,Pro,14,24,9,0,1,1,963,App,Renewed
NMC000956,Asia,India,Free,5,16,6,0,0,8,317,App,Skipped
NMC000957,North America,United States,Business,48,27,9,0,1,0,7425,API,Renewed
NMC000958,Asia,Japan,Free,9,3,2,0,0,28,124,App,Downgraded
NMC000959,North America,Mexico,Pro,29,20,7,0,1,9,1457,App,Renewed
NMC000960,Europe,France,Free,2,14,3,0,3,17,230,API,Skipped
NMC000961,Africa,Nigeria,Pro,42,17,7,0,1,56,1175,API,Renewed
NMC000962,Europe,Netherlands,Business,27,23,9,0,0,4,3643,API,Renewed
NMC000963,Asia,Singapore,Free,24,8,4,0,1,54,103,App,Renewed
NMC000964,North America,Mexico,Pro,8,12,6,0,0,8,946,API,Renewed
NMC000965,Asia,Singapore,Pro,18,14,7,0,0,19,967,App,Renewed
NMC000966,North America,Canada,Free,8,7,5,0,2,21,89,API,Skipped
NMC000967,Africa,Rwanda,Free,16,8,7,0,2,22,138,App,Renewed
NMC000968,North America,Canada,Pro,12,24,7,0,0,4,1560,App,Renewed
NMC000969,Latin America,Peru,Free,8,7,7,0,2,12,322,API,Downgraded
NMC000970,Asia,Philippines,Pro,13,22,6,1,2,3,2078,API,Renewed
NMC000971,Asia,Japan,Free,5,13,5,0,1,8,212,App,Renewed
NMC000972,Africa,Nigeria,Free,5,11,5,0,0,4,234,App,Renewed
NMC000973,Oceania,Australia,Pro,6,13,5,1,2,16,1394,App,Renewed
NMC000974,Europe,United Kingdom,Free,4,6,1,0,0,18,59,App,Skipped
NMC000975,North America,United States,Free,19,11,3,0,0,34,185,App,Skipped
NMC000976,Africa,Botswana,Free,9,14,6,0,2,6,330,API,Renewed
NMC000977,Europe,Sweden,Pro,24,18,8,0,1,6,1692,API,Renewed
NMC000978,North America,United States,Pro,23,25,8,0,1,3,2231,API,Renewed
NMC000979,Europe,Italy,Pro,24,17,3,0,1,12,1135,App,Renewed
NMC000980,North America,Canada,Pro,8,21,9,1,1,3,1501,API,Renewed
NMC000981,Africa,Nigeria,Pro,18,11,6,0,1,7,781,App,Renewed
NMC000982,Europe,Germany,Pro,32,19,7,0,3,14,920,App,Renewed
NMC000983,Europe,United Kingdom,Pro,22,14,8,1,0,10,1227,App,Downgraded
NMC000984,Asia,India,Free,19,15,7,0,1,20,271,App,Renewed
NMC000985,Africa,Nigeria,Pro,12,13,3,0,1,27,808,API,Skipped
NMC000986,North America,United States,Business,10,22,10,0,2,1,4146,App,Renewed
NMC000987,North America,United States,Pro,11,17,3,0,0,10,915,API,Downgraded
NMC000988,Africa,South Africa,Pro,28,18,9,0,2,17,1786,API,Renewed
NMC000989,Africa,Rwanda,Free,15,17,1,0,0,7,156,API,Skipped
NMC000990,Europe,Sweden,Free,6,18,4,0,1,19,217,App,Skipped
NMC000991,Asia,United Arab Emirates,Business,31,24,5,1,3,3,5199,API,Renewed
NMC000992,Africa,Nigeria,Free,6,10,1,0,2,14,136,App,Skipped
NMC000993,Africa,Egypt,Pro,15,24,4,0,2,4,1450,API,Downgraded
NMC000994,Oceania,Australia,Free,2,9,7,0,3,20,118,App,Skipped
NMC000995,Latin America,Brazil,Pro,12,13,8,1,1,9,1236,API,Renewed
NMC000996,Asia,Japan,Free,6,6,5,0,2,18,114,App,Skipped
NMC000997,Africa,Rwanda,Free,8,0,4,0,3,40,91,App,Renewed
NMC000998,Asia,Indonesia,Pro,12,27,8,1,0,2,1553,App,Renewed
NMC000999,Asia,United Arab Emirates,Pro,9,19,9,0,0,7,1059,App,Renewed
NMC001000,Africa,Egypt,Pro,14,19,6,2,3,13,1574,App,Skipped
NMC001001,Asia,Philippines,Free,8,20,3,0,1,3,278,App,Skipped
NMC001002,Africa,Tanzania,Free,14,6,4,0,0,23,131,App,Renewed
NMC001003,Africa,Rwanda,Free,9,4,6,0,1,18,130,App,Skipped
NMC001004,Africa,South Africa,Free,4,10,3,0,2,24,92,App,Downgraded
NMC001005,Africa,Nigeria,Free,5,10,6,0,1,6,239,App,Renewed
NMC001006,Europe,Italy,Pro,12,29,6,0,0,1,2139,App,Renewed
NMC001007,Africa,South Africa,Pro,23,22,6,0,0,4,448,App,Renewed
NMC001008,North America,Canada,Free,5,3,5,0,3,26,106,App,Skipped
NMC001009,Europe,United Kingdom,Free,15,11,4,0,0,9,227,App,Downgraded
NMC001010,Asia,India,Pro,5,22,9,0,0,5,1735,API,Renewed
NMC001011,Africa,Ghana,Free,15,10,3,0,3,7,258,App,Downgraded
NMC001012,Africa,Egypt,Pro,15,14,6,0,0,9,1233,App,Renewed
NMC001013,North America,United States,Free,17,6,5,0,1,26,75,App,Skipped
NMC001014,Europe,France,Free,10,15,4,0,1,7,324,API,Downgraded
NMC001015,North America,United States,Pro,24,14,5,0,0,25,1403,API,Renewed
NMC001016,North America,United States,Business,25,22,7,0,5,1,2921,API,Renewed
NMC001017,Africa,Botswana,Pro,34,25,7,0,3,1,1930,App,Renewed
NMC001018,Latin America,Argentina,Pro,15,28,9,1,0,1,801,App,Renewed
NMC001019,North America,United States,Business,48,30,10,0,0,1,8039,API,Downgraded
NMC001020,North America,Canada,Free,24,18,6,0,3,11,138,App,Skipped
NMC001021,North America,United States,Free,2,2,6,0,3,32,102,App,Downgraded
NMC001022,North America,Canada,Free,19,14,5,0,2,19,138,App,Skipped
NMC001023,Africa,Nigeria,Pro,29,16,8,0,1,0,484,App,Skipped
NMC001024,Africa,South Africa,Free,6,18,1,0,1,3,153,App,Skipped
NMC001025,North America,Canada,Pro,32,26,7,0,0,1,1980,API,Skipped
NMC001026,North America,United States,Pro,26,21,8,0,0,3,2171,API,Renewed
NMC001027,North America,Mexico,Free,3,7,3,0,2,11,176,App,Renewed
NMC001028,North America,United States,Pro,39,28,7,0,1,5,2094,API,Renewed
NMC001029,North America,United States,Business,48,23,8,0,5,3,3703,API,Renewed
NMC001030,North America,United States,Business,12,26,8,0,4,1,4852,API,Renewed
NMC001031,Latin America,Peru,Free,2,10,4,0,1,54,176,App,Downgraded
NMC001032,Europe,Sweden,Pro,22,19,10,0,1,18,2247,API,Renewed
NMC001033,Africa,Nigeria,Pro,18,14,4,0,1,8,977,App,Skipped
NMC001034,Asia,India,Business,24,22,6,0,4,1,2041,App,Renewed
NMC001035,Europe,France,Pro,48,14,9,0,2,13,2341,API,Downgraded
NMC001036,North America,Mexico,Pro,30,24,8,0,2,2,1778,App,Renewed
NMC001037,Asia,Japan,Pro,34,19,10,0,2,11,1882,API,Renewed
NMC001038,Africa,Ghana,Pro,4,23,7,1,2,6,1317,App,Skipped
NMC001039,Europe,Spain,Pro,13,16,6,0,2,11,920,App,Downgraded
NMC001040,Latin America,Argentina,Business,9,16,6,0,3,20,1874,App,Renewed
NMC001041,Europe,United Kingdom,Pro,24,23,9,0,2,0,1077,App,Renewed
NMC001042,Africa,Rwanda,Pro,45,14,4,1,2,5,618,API,Downgraded
NMC001043,Africa,Ghana,Pro,20,21,9,0,0,1,2439,App,Renewed
NMC001044,North America,United States,Business,18,24,10,0,8,5,5502,API,Renewed
NMC001045,Europe,United Kingdom,Free,3,13,1,0,1,6,138,App,Renewed
NMC001046,North America,Canada,Business,20,21,10,0,2,5,1373,App,Renewed
NMC001047,North America,United States,Pro,21,23,6,0,3,4,810,App,Renewed
NMC001048,North America,United States,Free,13,14,5,0,1,18,89,App,Skipped
NMC001049,Europe,United Kingdom,Pro,15,22,6,0,0,2,1223,API,Renewed
NMC001050,Africa,Nigeria,Pro,12,21,4,2,1,5,873,App,Downgraded
NMC001051,Asia,India,Free,24,11,6,0,3,13,169,App,Skipped
NMC001052,Oceania,Australia,Pro,19,19,6,0,1,11,1856,App,Renewed
NMC001053,Europe,United Kingdom,Free,11,9,8,0,1,15,232,App,Skipped
NMC001054,Africa,Ghana,Business,43,20,7,0,0,2,2101,App,Skipped
NMC001055,Asia,Singapore,Free,3,3,1,0,2,14,66,App,Renewed
NMC001056,North America,United States,Pro,10,13,10,0,2,26,1369,App,Renewed
NMC001057,Europe,Germany,Pro,14,18,8,0,2,21,1667,App,Renewed
NMC001058,Europe,United Kingdom,Pro,10,17,7,0,1,21,731,App,Downgraded
NMC001059,Africa,Nigeria,Free,10,7,7,0,1,8,96,App,Skipped
NMC001060,Africa,Uganda,Free,7,7,5,0,1,7,241,App,Skipped
NMC001061,Asia,United Arab Emirates,Pro,6,30,10,0,0,2,2334,App,Renewed
NMC001062,North America,United States,Free,12,4,7,0,2,75,113,App,Renewed
NMC001063,Africa,Ghana,Free,7,7,2,0,1,25,40,App,Skipped
NMC001064,Asia,Indonesia,Pro,20,19,9,0,0,12,1424,App,Renewed
NMC001065,Africa,South Africa,Pro,27,27,10,2,0,1,1794,App,Downgraded
NMC001066,Africa,Ghana,Pro,6,15,7,0,2,9,1059,App,Renewed
NMC001067,Asia,Philippines,Pro,29,29,4,1,0,1,508,App,Renewed
NMC001068,Europe,Netherlands,Free,8,8,3,0,1,18,114,API,Renewed
NMC001069,Asia,India,Free,4,8,2,0,1,4,15,App,Skipped
NMC001070,Africa,South Africa,Free,8,12,4,0,3,7,248,API,Skipped
NMC001071,Europe,Spain,Free,11,11,6,0,1,25,174,App,Downgraded
NMC001072,Europe,Italy,Pro,11,28,7,0,2,2,2588,API,Renewed
NMC001073,North America,Mexico,Free,9,6,5,0,2,27,160,API,Downgraded
NMC001074,Europe,Italy,Business,34,25,10,0,4,3,3205,App,Renewed
NMC001075,Africa,Tanzania,Pro,18,18,6,0,2,2,1512,App,Renewed
NMC001076,North America,Canada,Pro,48,21,6,0,0,2,1034,API,Renewed
NMC001077,Asia,Singapore,Free,13,15,5,0,0,5,127,App,Skipped
NMC001078,Europe,Germany,Free,3,18,6,0,2,5,278,App,Skipped
NMC001079,North America,Mexico,Pro,20,15,6,0,3,16,489,App,Skipped
NMC001080,Oceania,Australia,Pro,34,22,10,1,1,1,2246,API,Skipped
NMC001081,Africa,Morocco,Pro,6,18,7,0,1,10,809,App,Renewed
NMC001082,Europe,Germany,Pro,20,18,5,0,0,3,917,App,Renewed
NMC001083,North America,United States,Business,40,26,6,0,3,3,3590,API,Renewed
NMC001084,Europe,Sweden,Business,16,28,7,0,1,2,5159,API,Renewed
NMC001085,North America,United States,Pro,6,22,8,0,0,2,868,App,Renewed
NMC001086,Africa,Ghana,Pro,9,28,7,1,5,1,1882,App,Downgraded
NMC001087,Asia,Philippines,Business,9,26,5,0,3,5,3413,App,Renewed
NMC001088,Africa,South Africa,Free,12,10,4,0,2,8,142,App,Skipped
NMC001089,Africa,Côte d’Ivoire,Free,12,5,5,0,1,17,175,App,Skipped
NMC001090,Africa,Egypt,Pro,25,16,7,0,0,5,812,App,Renewed
NMC001091,Oceania,New Zealand,Pro,5,25,7,0,2,3,899,App,Renewed
NMC001092,North America,United States,Pro,20,23,8,0,4,3,2002,App,Downgraded
NMC001093,Africa,Kenya,Business,24,24,7,0,3,5,3839,App,Renewed
NMC001094,Latin America,Colombia,Pro,34,20,6,0,1,2,612,App,Downgraded
NMC001095,Europe,France,Free,11,11,4,0,3,5,197,App,Skipped
NMC001096,Africa,Rwanda,Pro,24,15,10,0,3,3,262,App,Renewed
NMC001097,Oceania,Australia,Pro,20,11,10,0,2,44,1253,App,Renewed
NMC001098,Europe,Italy,Business,31,22,6,0,0,3,2001,App,Renewed
NMC001099,Asia,Philippines,Pro,27,22,10,1,2,6,1316,App,Renewed
NMC001100,Africa,Nigeria,Free,4,4,2,0,2,6,161,App,Renewed
NMC001101,Europe,Spain,Business,48,25,8,0,3,2,1846,API,Renewed
NMC001102,Asia,Japan,Pro,5,21,6,0,2,3,1902,API,Renewed
NMC001103,North America,Mexico,Free,13,10,3,0,2,20,134,App,Renewed
NMC001104,Africa,Egypt,Pro,14,8,5,0,2,51,376,App,Renewed
NMC001105,North America,United States,Pro,41,21,6,1,1,4,1538,App,Downgraded
NMC001106,Africa,Ghana,Free,2,3,5,0,1,20,101,App,Renewed
NMC001107,Asia,United Arab Emirates,Business,13,21,2,0,0,3,2478,API,Skipped
NMC001108,Africa,South Africa,Pro,18,16,7,2,0,9,1210,App,Skipped
NMC001109,Europe,Germany,Business,23,30,5,0,1,1,4246,API,Downgraded
NMC001110,Africa,Côte d’Ivoire,Pro,24,20,6,0,0,2,1240,App,Renewed
NMC001111,Africa,Kenya,Pro,9,23,6,1,2,3,1241,App,Skipped
NMC001112,Africa,Kenya,Pro,41,17,10,0,0,2,2145,App,Renewed
NMC001113,Africa,Ghana,Pro,11,16,7,0,1,21,801,App,Skipped
NMC001114,Africa,Botswana,Pro,16,23,7,1,0,1,1715,App,Renewed
NMC001115,Africa,Morocco,Free,12,13,3,0,2,9,278,App,Skipped
NMC001116,Africa,Côte d’Ivoire,Business,40,27,9,0,2,2,3005,API,Renewed
NMC001117,Africa,South Africa,Free,3,14,5,0,2,12,175,App,Renewed
NMC001118,North America,United States,Free,9,7,4,0,1,42,112,App,Renewed
NMC001119,Europe,Netherlands,Free,5,5,2,0,2,120,79,App,Downgraded
NMC001120,Africa,Rwanda,Pro,14,19,6,0,1,18,1258,App,Renewed
NMC001121,Africa,Ghana,Free,5,10,5,0,1,13,184,App,Skipped
NMC001122,Europe,United Kingdom,Free,12,15,3,0,1,30,151,App,Downgraded
NMC001123,Asia,United Arab Emirates,Free,9,9,3,0,1,23,133,App,Renewed
NMC001124,Europe,United Kingdom,Free,12,3,3,0,1,33,137,API,Renewed
NMC001125,Latin America,Colombia,Pro,16,22,7,0,2,8,1809,API,Skipped
NMC001126,Africa,Morocco,Pro,29,13,7,1,0,13,1236,API,Renewed
NMC001127,Asia,India,Pro,21,18,5,0,0,8,1233,API,Renewed
NMC001128,North America,United States,Pro,13,20,7,0,0,3,1268,App,Renewed
NMC001129,Europe,Italy,Pro,9,22,4,0,2,1,1205,App,Renewed
NMC001130,Europe,Netherlands,Business,40,22,6,0,3,2,3891,API,Renewed
NMC001131,Africa,South Africa,Business,45,14,7,2,2,10,2396,App,Downgraded
NMC001132,Asia,Indonesia,Free,8,9,5,0,1,37,158,App,Skipped
NMC001133,North America,United States,Pro,33,21,7,0,2,3,763,App,Downgraded
NMC001134,North America,United States,Pro,32,20,7,0,1,3,396,App,Downgraded
NMC001135,Asia,Japan,Pro,5,27,10,1,0,0,2197,API,Downgraded
NMC001136,Africa,Ghana,Business,8,16,8,0,2,16,3700,API,Renewed
NMC001137,Europe,Germany,Pro,48,16,10,0,4,5,974,App,Renewed
NMC001138,Africa,Ghana,Pro,26,13,5,0,0,17,876,API,Renewed
NMC001139,Africa,Egypt,Pro,10,12,8,1,0,30,1287,App,Renewed
NMC001140,North America,United States,Free,2,8,3,0,1,35,200,App,Renewed
NMC001141,Europe,France,Free,2,12,4,0,1,54,199,App,Skipped
NMC001142,Asia,India,Free,10,16,5,0,2,6,212,App,Skipped
NMC001143,Africa,Morocco,Free,5,3,7,0,1,20,70,App,Skipped
NMC001144,Africa,Nigeria,Pro,19,19,8,0,2,10,1134,App,Renewed
NMC001145,Europe,Spain,Business,23,24,8,0,3,5,3291,App,Renewed
NMC001146,Asia,Indonesia,Free,7,10,3,0,0,16,145,App,Skipped
NMC001147,Europe,Spain,Pro,31,26,9,0,1,1,1785,API,Renewed
NMC001148,Africa,Côte d’Ivoire,Business,13,21,6,0,2,9,4054,API,Renewed
NMC001149,Africa,Ghana,Business,48,21,8,0,1,2,3702,App,Downgraded
NMC001150,Asia,United Arab Emirates,Business,48,22,8,0,1,9,3610,App,Renewed
NMC001151,Africa,Ghana,Pro,8,21,6,0,0,5,1070,App,Renewed
NMC001152,Africa,Kenya,Business,42,13,10,0,3,17,364,App,Renewed
NMC001153,Africa,Botswana,Free,5,12,3,0,0,19,159,App,Skipped
NMC001154,Asia,India,Business,20,17,8,0,1,9,2590,App,Renewed
NMC001155,Africa,Nigeria,Pro,3,15,5,0,2,16,1661,App,Downgraded
NMC001156,Africa,Ghana,Pro,16,23,6,0,0,5,2429,API,Downgraded
NMC001157,Africa,Ghana,Free,12,3,4,0,2,13,104,App,Skipped
NMC001158,Oceania,New Zealand,Free,4,20,2,0,2,3,254,App,Skipped
NMC001159,Africa,Egypt,Pro,8,7,7,1,0,32,882,API,Renewed
NMC001160,Latin America,Brazil,Pro,4,20,5,2,1,1,919,API,Skipped
NMC001161,Africa,Egypt,Free,13,10,5,0,2,13,176,API,Skipped
NMC001162,North America,United States,Free,4,9,5,0,1,14,192,API,Skipped
NMC001163,Africa,Rwanda,Business,7,20,8,0,3,5,3132,App,Renewed
NMC001164,Africa,Egypt,Free,13,16,7,0,1,20,136,App,Skipped
NMC001165,North America,United States,Pro,10,16,9,0,3,11,2393,API,Renewed
NMC001166,North America,Canada,Business,37,24,7,0,3,5,5116,API,Renewed
NMC001167,Africa,Ghana,Pro,15,13,9,0,2,1,1503,API,Renewed
NMC001168,Asia,Singapore,Pro,28,12,7,0,2,12,1355,API,Renewed
NMC001169,Africa,Ghana,Business,48,13,10,0,4,12,5227,API,Renewed
NMC001170,Oceania,Australia,Pro,36,21,7,0,1,8,1846,App,Renewed
NMC001171,North America,United States,Free,6,7,3,0,2,5,110,App,Downgraded
NMC001172,Asia,Singapore,Free,3,17,6,0,1,16,301,App,Renewed
NMC001173,Europe,France,Pro,19,14,6,0,0,19,1053,App,Renewed
NMC001174,Europe,France,Pro,12,20,5,0,0,5,912,App,Renewed
NMC001175,Asia,India,Pro,12,19,5,0,2,6,1145,API,Renewed
NMC001176,Asia,Philippines,Free,5,13,4,0,1,14,203,App,Downgraded
NMC001177,Africa,Uganda,Pro,12,20,10,1,1,3,1315,App,Downgraded
NMC001178,Europe,Spain,Free,8,11,4,0,1,13,224,API,Skipped
NMC001179,Africa,Ghana,Business,48,17,7,1,4,4,3239,App,Renewed
NMC001180,Latin America,Brazil,Pro,8,15,4,0,0,13,1260,App,Downgraded
NMC001181,Europe,United Kingdom,Free,9,5,3,0,1,13,151,App,Renewed
NMC001182,Asia,India,Pro,11,16,10,0,1,17,1298,API,Renewed
NMC001183,Europe,France,Free,10,12,3,0,1,15,169,App,Skipped
NMC001184,Europe,United Kingdom,Pro,5,11,8,0,1,10,1235,App,Renewed
NMC001185,Africa,Côte d’Ivoire,Pro,5,16,4,1,2,8,1334,API,Renewed
NMC001186,Africa,Ghana,Pro,31,23,6,1,1,2,1194,App,Skipped
NMC001187,Africa,Senegal,Business,42,17,5,1,1,4,2374,App,Downgraded
NMC001188,Africa,Nigeria,Free,2,15,8,0,2,20,276,App,Renewed
NMC001189,Africa,South Africa,Pro,21,13,8,0,5,4,1515,App,Renewed
NMC001190,Asia,United Arab Emirates,Free,13,9,4,0,0,31,69,App,Renewed
NMC001191,North America,Mexico,Pro,28,26,6,0,5,3,1403,App,Downgraded
NMC001192,Europe,Netherlands,Pro,18,17,9,1,1,13,1867,API,Renewed
NMC001193,Africa,Nigeria,Business,38,20,6,1,1,8,2552,App,Renewed
NMC001194,North America,United States,Business,48,17,8,0,1,8,4531,API,Renewed
NMC001195,North America,Mexico,Business,15,24,8,0,5,5,3161,API,Renewed
NMC001196,North America,Canada,Free,2,7,7,0,2,2,239,API,Skipped
NMC001197,North America,United States,Business,19,27,8,0,3,1,4592,App,Renewed
NMC001198,Europe,Netherlands,Business,34,26,8,0,3,0,5086,API,Renewed
NMC001199,North America,United States,Pro,6,24,6,0,2,4,1325,App,Skipped
NMC001200,Asia,United Arab Emirates,Free,10,1,7,0,0,98,141,App,Skipped
NMC001201,Europe,Sweden,Pro,19,23,10,0,0,5,1696,App,Downgraded
NMC001202,Europe,Italy,Pro,11,15,8,0,2,4,884,App,Renewed
NMC001203,Europe,United Kingdom,Pro,34,17,6,0,2,13,1792,App,Skipped
NMC001204,Europe,Netherlands,Free,6,8,4,0,1,21,122,API,Renewed
NMC001205,North America,United States,Pro,18,28,6,0,1,0,1141,API,Renewed
NMC001206,North America,United States,Pro,11,15,6,0,0,25,1088,App,Downgraded
NMC001207,Europe,Sweden,Business,19,25,8,0,5,1,4693,API,Renewed
NMC001208,North America,United States,Pro,11,22,4,0,0,3,541,App,Downgraded
NMC001209,Asia,Singapore,Pro,15,24,8,0,1,1,1762,App,Renewed
NMC001210,Africa,Nigeria,Free,16,16,2,0,3,26,320,API,Renewed
NMC001211,North America,United States,Free,18,19,6,0,0,5,319,API,Skipped
NMC001212,Europe,Sweden,Free,11,0,2,0,0,47,120,App,Downgraded
NMC001213,Europe,United Kingdom,Business,48,14,9,0,4,5,3223,API,Renewed
NMC001214,North America,United States,Free,6,15,3,0,0,16,234,API,Downgraded
NMC001215,Oceania,Australia,Business,16,24,6,0,2,1,4818,API,Skipped
NMC001216,Asia,Singapore,Free,5,8,4,0,2,10,60,App,Skipped
NMC001217,Oceania,New Zealand,Business,29,20,7,0,3,4,3641,API,Renewed
NMC001218,Africa,Côte d’Ivoire,Free,2,13,4,0,2,8,212,App,Renewed
NMC001219,Africa,Nigeria,Pro,14,21,8,1,1,3,1186,App,Skipped
NMC001220,Europe,Spain,Pro,11,24,7,0,2,3,888,App,Skipped
NMC001221,Europe,Spain,Business,10,25,7,0,1,3,3361,API,Renewed
NMC001222,Latin America,Argentina,Pro,48,13,6,1,0,4,1192,App,Downgraded
NMC001223,North America,Canada,Pro,37,19,8,0,1,25,1558,App,Renewed
NMC001224,North America,Canada,Pro,17,19,5,0,0,12,1033,App,Skipped
NMC001225,Europe,Germany,Free,2,11,7,0,1,12,244,App,Skipped
NMC001226,Africa,Morocco,Pro,6,9,8,1,0,6,965,App,Downgraded
NMC001227,North America,United States,Free,23,11,6,0,1,22,259,App,Renewed
NMC001228,Africa,Morocco,Free,2,11,5,0,3,53,229,App,Renewed
NMC001229,Europe,Spain,Business,40,29,9,0,3,2,4741,App,Renewed
NMC001230,Europe,Germany,Pro,45,24,8,1,0,2,1301,App,Renewed
NMC001231,Europe,United Kingdom,Business,34,21,6,0,6,2,3810,API,Renewed
NMC001232,Asia,Indonesia,Business,38,21,6,0,4,2,3219,App,Renewed
NMC001233,Africa,Egypt,Pro,29,12,7,1,1,9,1191,API,Renewed
NMC001234,North America,United States,Pro,8,15,7,1,2,3,690,App,Renewed
NMC001235,Latin America,Brazil,Pro,34,27,3,0,0,3,1125,API,Renewed
NMC001236,North America,United States,Pro,6,20,8,0,1,1,1528,App,Renewed
NMC001237,Europe,United Kingdom,Pro,11,19,8,1,0,4,1486,App,Downgraded
NMC001238,North America,United States,Pro,25,15,6,0,3,19,900,App,Renewed
NMC001239,Europe,France,Pro,29,23,10,0,2,4,2011,App,Downgraded
NMC001240,North America,United States,Free,8,14,5,0,2,8,303,App,Skipped
NMC001241,Africa,Tanzania,Business,36,25,8,0,3,0,3954,API,Renewed
NMC001242,Europe,Germany,Free,4,16,1,0,1,9,129,App,Skipped
NMC001243,North America,United States,Pro,7,17,6,0,0,7,970,App,Skipped
NMC001244,Africa,Nigeria,Pro,26,26,7,1,1,1,1900,App,Renewed
NMC001245,Africa,Nigeria,Pro,15,26,8,0,0,1,2108,API,Downgraded
NMC001246,North America,Mexico,Business,25,27,8,0,3,3,2855,App,Renewed
NMC001247,North America,United States,Business,48,24,9,0,1,5,3568,App,Renewed
NMC001248,Europe,United Kingdom,Pro,48,18,10,0,0,24,1782,App,Renewed
NMC001249,Africa,Tanzania,Business,21,20,8,0,4,2,3857,API,Renewed
NMC001250,North America,Mexico,Free,4,9,4,0,4,48,196,App,Renewed
NMC001251,Latin America,Argentina,Business,13,20,10,0,7,6,5308,API,Renewed
NMC001252,Latin America,Chile,Free,9,7,6,0,1,14,190,App,Skipped
NMC001253,North America,Canada,Free,5,1,1,0,1,76,97,App,Skipped
NMC001254,North America,United States,Free,13,10,2,0,2,6,133,App,Renewed
NMC001255,North America,United States,Pro,7,11,8,0,1,14,1806,API,Renewed
